cik,name,alias
0001748137,NeoVolta Inc.,
0001748137,NeoVolta Inc.,NeoVolta Inc.
0001748137,NeoVolta Inc.,"NeoVolta, Inc."
0001748790,Amcor plc,
0001748790,Amcor plc,ARCTIC JERSEY Ltd
0001748824,Acadian Asset Management Inc.,
0001748824,Acadian Asset Management Inc.,BrightSphere Investment Group Inc.
0001748824,Acadian Asset Management Inc.,BrightSphere US Inc.
0001748945,Grayscale Horizen Trust (ZEN),
0001748945,Grayscale Horizen Trust (ZEN),Zen Investment Trust
0001749723,New Fortress Energy Inc.,
0001749723,New Fortress Energy Inc.,NFE Financial Holdings LLC
0001749723,New Fortress Energy Inc.,New Fortress Energy LLC
0001750106,Alset Inc.,
0001750106,Alset Inc.,Alset EHome International Inc.
0001750106,Alset Inc.,HF Enterprises Inc.
0001750149,"Inhibikase Therapeutics, Inc.",
0001750153,,
0001750284,"Olema Pharmaceuticals, Inc.",
0001750735,Meridian Corp,
0001751008,AppLovin Corp,
0001751008,AppLovin Corp,Applovin Corp
0001751707,OZ VISION INC.,
0001751707,OZ VISION INC.,United Express Inc.
0001751743,Morgan Stanley Capital I Trust 2018-L1,
0001751783,"Rhinebeck Bancorp, Inc.",
0001751788,DOW INC.,
0001751788,DOW INC.,Dow Holdings Inc.
0001751788,DOW INC.,Dow Inc.
0001751874,BENCHMARK 2018-B6 MORTGAGE TRUST,
0001752036,,
0001752363,DBGS 2018-C1 Mortgage Trust,
0001752363,DBGS 2018-C1 Mortgage Trust,DBGS 2018-1 Mortgage Trust
0001752372,Ezagoo Ltd,
0001752474,,
0001752828,Celularity Inc,
0001752828,Celularity Inc,GX Acquisition Corp.
0001753162,Fathom Holdings Inc.,
0001753373,"M2i Global, Inc.",
0001753373,"M2i Global, Inc.",INKY INC.
0001753373,"M2i Global, Inc.","M2I Global, Inc."
0001753539,BlackSky Technology Inc.,
0001753539,BlackSky Technology Inc.,Osprey Acquisition Corp. II
0001753539,BlackSky Technology Inc.,Osprey Energy Acquisition Corp. II
0001753539,BlackSky Technology Inc.,Osprey Technology Acquisition Corp.
0001753706,,
0001754068,"Allovir, Inc.",
0001754068,"Allovir, Inc.","ViraCyte, Inc."
0001754170,AerSale Corp,
0001754170,AerSale Corp,Monocle Acquisition Corp
0001754195,Trulieve Cannabis Corp.,
0001754226,"Orange County Bancorp, Inc. /DE/",
0001754301,Fox Corp,
0001754301,Fox Corp,FOX Corp
0001754301,Fox Corp,"NEW FOX, INC."
0001754820,,
0001754913,BBCMS Mortgage Trust 2018-C2,
0001755237,"Cyclerion Therapeutics, Inc.",
0001755347,Certiplex Corp,
0001755672,"Corteva, Inc.",
0001755755,"VINEBROOK HOMES TRUST, INC.",
0001755953,"Gryphon Digital Mining, Inc.",
0001755953,"Gryphon Digital Mining, Inc.",Akerna Corp.
0001755953,"Gryphon Digital Mining, Inc.",MTech Acquisition Holdings Inc.
0001756180,"NOCERA, INC.",
0001756262,"TransMedics Group, Inc.",
0001756390,"Ascend Wellness Holdings, Inc.",
0001756390,"Ascend Wellness Holdings, Inc.","Ascend Wellness Holdings, Inc"
0001756390,"Ascend Wellness Holdings, Inc.","Ascend Wellness Holdings, LLC"
0001756655,"Ardent Health Partners, Inc.",
0001756655,"Ardent Health Partners, Inc.","Ardent Health Partners, LLC"
0001756761,Invesco Real Estate Income Trust Inc.,
0001757018,Benchmark 2018-B7 Mortgage Trust,
0001757073,Envista Holdings Corp,
0001757073,Envista Holdings Corp,DH Dental Holding Corp.
0001757715,"Aterian, Inc.",
0001757715,"Aterian, Inc.","Mohawk Group Holdings, Inc."
0001757898,STERIS plc,
0001757898,STERIS plc,STERIS Ltd
0001757925,CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-C6,
0001758009,Quantum Computing Inc.,
0001758021,Karat Packaging Inc.,
0001758057,"Luminar Technologies, Inc./DE",
0001758057,"Luminar Technologies, Inc./DE","Gores Metropoulos, Inc."
0001758057,"Luminar Technologies, Inc./DE","Luminar Technologies, Inc./FL"
0001758292,UBS Commercial Mortgage Trust 2018-C14,
0001758488,ONESPAWORLD HOLDINGS Ltd,
0001758699,TRANSUITE.ORG INC.,
0001758730,Tradeweb Markets Inc.,
0001758766,"STEM, INC.",
0001758766,"STEM, INC.",Roaring Fork Acquisition Corp.
0001758766,"STEM, INC.",Star Peak Energy Acquisition Corp.
0001758766,"STEM, INC.",Star Peak Energy Transition Corp.
0001758882,Morgan Stanley Capital I Trust 2018-H4,
0001758901,Benchmark 2018-B8 Mortgage Trust,
0001759138,"Cabaletta Bio, Inc.",
0001759186,"Coeptis Therapeutics Holdings, Inc.",
0001759186,"Coeptis Therapeutics Holdings, Inc.",Bull Horn Holdings Corp.
0001759425,"Mirum Pharmaceuticals, Inc.",
0001759509,"Lyft, Inc.",
0001759546,NU RIDE INC.,
0001759546,NU RIDE INC.,DiamondPeak Holdings Corp.
0001759546,NU RIDE INC.,Lordstown Motors Corp.
0001759631,Hyliion Holdings Corp.,
0001759631,Hyliion Holdings Corp.,Tortoise Acquisition Corp.
0001759655,"Privia Health Group, Inc.",
0001759655,"Privia Health Group, Inc.",PH Group Parent Corp.
0001759774,"Postal Realty Trust, Inc.",
0001759824,ALTA EQUIPMENT GROUP INC.,
0001759824,ALTA EQUIPMENT GROUP INC.,B. Riley Principal Merger Corp.
0001760026,Regenerative Medical Technology Group Inc.,
0001760026,Regenerative Medical Technology Group Inc.,"MESO NUMISMATICS, INC."
0001760233,"GIFTIFY, INC.",
0001760233,"GIFTIFY, INC.","Incumaker, Inc."
0001760233,"GIFTIFY, INC.","RDE, Inc."
0001760233,"GIFTIFY, INC.","uBid Holdings, Inc./New"
0001760337,UBS Commercial Mortgage Trust 2018-C15,
0001760542,HOOKIPA Pharma Inc.,
0001760689,"Microvast Holdings, Inc.",
0001760689,"Microvast Holdings, Inc.",Tuscan Holdings Corp.
0001760903,"Safety Shot, Inc.",
0001760903,"Safety Shot, Inc.","CBD Brands, Inc."
0001760903,"Safety Shot, Inc.","Jupiter Wellness, Inc."
0001760965,"Kontoor Brands, Inc.",
0001761312,"Palomar Holdings, Inc.",
0001761312,"Palomar Holdings, Inc.",GC Palomar Holdings
0001761325,Grayscale Stellar Lumens Trust (XLM),
0001761325,Grayscale Stellar Lumens Trust (XLM),Stellar Lumens Investment Trust
0001761612,BICYCLE THERAPEUTICS PLC,
0001761612,BICYCLE THERAPEUTICS PLC,BICYCLE THERAPEUTICS Ltd
0001761612,BICYCLE THERAPEUTICS PLC,BICYCLE THERAPEUTICS plc
0001761696,Crown Electrokinetics Corp.,
0001761918,"Erasca, Inc.",
0001762239,"Kaival Brands Innovations Group, Inc.",
0001762239,"Kaival Brands Innovations Group, Inc.","Quick Start Holdings, Inc."
0001762359,,
0001763329,"AIBOTICS, INC.",
0001763329,"AIBOTICS, INC.","20/20 Global, Inc."
0001763329,"AIBOTICS, INC.","Mycotopia Therapies, Inc."
0001763333,BANK 2019-BNK16,
0001763415,Bitwise Bitcoin ETF,
0001763415,Bitwise Bitcoin ETF,BITWISE BITCOIN ETF TRUST
0001763415,Bitwise Bitcoin ETF,BITWISE BITCOIN ETP TRUST
0001763415,Bitwise Bitcoin ETF,Bitwise Bitcoin ETF Trust
0001763501,JPMCC Commercial Mortgage Securities Trust 2019-COR4,
0001763501,JPMCC Commercial Mortgage Securities Trust 2019-COR4,JPMDB Commercial Mortgage Securities Trust 2019-COR4
0001763502,CSAIL 2019-C15 Commercial Mortgage Trust,
0001763660,SEATech Ventures Corp.,
0001763925,CoJax Oil & Gas Corp,
0001763950,Lantern Pharma Inc.,
0001763950,Lantern Pharma Inc.,Lantern Pharma
0001764013,"Immunovant, Inc.",
0001764013,"Immunovant, Inc.",Health Sciences Acquisitions Corp
0001764046,CLARIVATE PLC,
0001764046,CLARIVATE PLC,CLARIVATE Plc
0001764046,CLARIVATE PLC,Clarivate Analytics PLC
0001766037,"NMF SLF I, Inc.",
0001766037,"NMF SLF I, Inc.","NMF Senior Loan Fund I, Inc."
0001766363,"Endeavor Group Holdings, Inc.",
0001766367,Benchmark 2019-B10 Mortgage Trust,
0001766368,"Mayville Engineering Company, Inc.",
0001766368,"Mayville Engineering Company, Inc.","Mayville Engineering Comapny, Inc."
0001766400,"Pennant Group, Inc.",
0001766478,"Angel Oak Mortgage REIT, Inc.",
0001766478,"Angel Oak Mortgage REIT, Inc.","Angel Oak Mortgage REIT, Inc."
0001766478,"Angel Oak Mortgage REIT, Inc.","Angel Oak Mortgage, Inc."
0001766502,"Chewy, Inc.",
0001766526,"Tectonic Financial, Inc.",
0001766526,"Tectonic Financial, Inc.","T Acquisition, Inc."
0001766660,Morgan Stanley Capital I Trust 2019-L2,
0001766660,Morgan Stanley Capital I Trust 2019-L2,Morgan Stanley Capital I Trust 2019-H5
0001767042,"Kodiak Gas Services, Inc.",
0001767042,"Kodiak Gas Services, Inc.","Frontier TopCo, Inc."
0001767258,"XPEL, Inc.",
0001767837,"Richmond Mutual Bancorporation, Inc.",
0001768224,Arcturus Therapeutics Holdings Inc.,
0001768267,Cerence Inc.,
0001768267,Cerence Inc.,Cerence LLC
0001768267,Cerence Inc.,"Diamond SpinCo, LLC"
0001768446,"Climb Bio, Inc.",
0001768446,"Climb Bio, Inc.","Eliem Therapeutics, Inc."
0001769617,"HarborOne Bancorp, Inc.",
0001769617,"HarborOne Bancorp, Inc.","HarborOne Bancorp, Inc./NEW"
0001769617,"HarborOne Bancorp, Inc.","HarborOne NorthEast Bancorp, Inc."
0001769624,,
0001769663,"Pioneer Bancorp, Inc./MD",
0001769759,Monogram Technologies Inc.,
0001769759,Monogram Technologies Inc.,MONOGRAM ORTHOPAEDICS INC
0001769804,,
0001770121,"Sana Biotechnology, Inc.",
0001770141,,
0001770236,MOVING iMAGE TECHNOLOGIES INC.,
0001770450,Xerox Holdings Corp,
0001770561,Coronado Global Resources Inc.,
0001770787,"10x Genomics, Inc.",
0001770787,"10x Genomics, Inc.","10X Genomics, Inc."
0001771200,CF 2019-CF1 Mortgage Trust,
0001771200,CF 2019-CF1 Mortgage Trust,CF 2019-C1 Mortgage Trust
0001771501,GS Mortgage Securities Trust 2019-GC39,
0001771515,Grocery Outlet Holding Corp.,
0001771706,Vireo Growth Inc.,
0001771706,Vireo Growth Inc.,"Goodness Growth Holdings, Inc."
0001771706,Vireo Growth Inc.,"Vireo Health International, Inc."
0001771917,,
0001771995,American Picture House Corp,
0001771995,American Picture House Corp,Life Design Station International Inc
0001772016,"BELLRING BRANDS, INC.",
0001772177,"KURA SUSHI USA, INC.",
0001772527,BBCMS Mortgage Trust 2019-C3,
0001772695,Sunnova Energy International Inc.,
0001772720,SPRUCE POWER HOLDING CORP,
0001772720,SPRUCE POWER HOLDING CORP,Pivotal Investment Corp II
0001772720,SPRUCE POWER HOLDING CORP,XL Fleet Corp.
0001772921,OneWater Marine Inc.,
0001773339,Morgan Stanley Capital I Trust 2019-H6,
0001773383,"Dynatrace, Inc.",
0001773383,"Dynatrace, Inc.",Dynatrace Holdings LLC
0001773427,"SpringWorks Therapeutics, Inc.",
0001773751,"Hims & Hers Health, Inc.",
0001773751,"Hims & Hers Health, Inc.",Oaktree Acquisition Corp.
0001774170,"Powerfleet, Inc.",
0001774170,"Powerfleet, Inc.","PowerFleet, Inc."
0001774675,Skillsoft Corp.,
0001774675,Skillsoft Corp.,Churchill Capital Corp II
0001774675,Skillsoft Corp.,Hornblower Acquisition Corp
0001774801,JPMCC Commercial Mortgage Securities Trust 2019-COR5,
0001774857,"Aardvark Therapeutics, Inc.",
0001775194,"UPEXI, INC.",
0001775194,"UPEXI, INC.","GROVE, INC."
0001775734,Beneficient,
0001775734,Beneficient,"Beneficient Co Group, L.P."
0001775756,Benchmark 2019-B11 Mortgage Trust,
0001776086,CSAIL 2019-C16 Commercial Mortgage Trust,
0001776111,"MBX Biosciences, Inc.",
0001776661,Advantage Solutions Inc.,
0001776661,Advantage Solutions Inc.,Conyers Park II Acquisition Corp.
0001776909,CuriosityStream Inc.,
0001776909,CuriosityStream Inc.,Software Acquisition Group Inc.
0001777319,"CISO Global, Inc.",
0001777319,"CISO Global, Inc.",CERBERUS CYBER SENTINEL CORP
0001777393,"ChargePoint Holdings, Inc.",
0001777393,"ChargePoint Holdings, Inc.",Switchback Energy Acquisition Corp
0001777835,Perella Weinberg Partners,
0001777835,Perella Weinberg Partners,FinTech Acquisition Corp. IV
0001777921,"AvePoint, Inc.",
0001777921,"AvePoint, Inc.",Apex Technology Acquisition Corp
0001777946,,
0001778129,TerrAscend Corp.,
0001778232,GS Mortgage Securities Trust 2019-GC40,
0001778784,"Provident Bancorp, Inc. /MD/",
0001779020,,
0001779128,"Blade Air Mobility, Inc.",
0001779128,"Blade Air Mobility, Inc.",Experience Investment Corp.
0001779372,"HeartBeam, Inc.",
0001779474,"WM TECHNOLOGY, INC.",
0001779474,"WM TECHNOLOGY, INC.",Silver Spike Acquisition Corp.
0001780131,BBCMS Mortgage Trust 2019-C4,
0001780201,"Lulu's Fashion Lounge Holdings, Inc.",
0001780312,"AST SpaceMobile, Inc.",
0001780312,"AST SpaceMobile, Inc.",New Providence Acquisition Corp.
0001780678,Wells Fargo Commercial Mortgage Trust 2019-C52,
0001780859,BANK 2019-BNK19,
0001781089,BENCHMARK 2019-B12 MORTGAGE TRUST,
0001781162,Momentus Inc.,
0001781162,Momentus Inc.,Stable Road Acquisition Corp.
0001781174,"Acrivon Therapeutics, Inc.",
0001781335,Otis Worldwide Corp,
0001781726,,
0001781730,"Third Coast Bancshares, Inc.",
0001781755,"Baldwin Insurance Group, Inc.",
0001781755,"Baldwin Insurance Group, Inc.","BRP Group, Inc."
0001781983,"Aprea Therapeutics, Inc.",
0001782107,"Onconetix, Inc.",
0001782107,"Onconetix, Inc.","Blue Water Biotech, Inc."
0001782107,"Onconetix, Inc.",Blue Water Vaccines Inc.
0001782170,"Remitly Global, Inc.",
0001782524,Morgan Stanley Direct Lending Fund,
0001782524,Morgan Stanley Direct Lending Fund,Morgan Stanley BDC LLC
0001782524,Morgan Stanley Direct Lending Fund,Morgan Stanley Direct Lending Fund LLC
0001782754,,
0001783180,CARRIER GLOBAL Corp,
0001783180,CARRIER GLOBAL Corp,Carrier Global Corp
0001783183,"Phathom Pharmaceuticals, Inc.",
0001783398,UWM Holdings Corp,
0001783398,UWM Holdings Corp,"Gores Holdings IV, Inc."
0001783875,,
0001783879,"Robinhood Markets, Inc.",
0001784058,Pony Group Inc.,
0001784254,Mediaco Holding Inc.,
0001784535,"Porch Group, Inc.",
0001784535,"Porch Group, Inc.",PropTech Acquisition Corp
0001784567,,
0001784851,,
0001784970,Next Technology Holding Inc.,
0001784970,Next Technology Holding Inc.,Next Technology Holding Inc.
0001784970,Next Technology Holding Inc.,WETRADE GROUP INC.
0001784970,Next Technology Holding Inc.,WeTrade Group Inc.
0001785056,"Interactive Strength, Inc.",
0001785173,"89bio, Inc.",
0001785279,"Metagenomi, Inc.",
0001785279,"Metagenomi, Inc.","Metagenomi Technologies, LLC"
0001785345,,
0001785424,"Katapult Holdings, Inc.",
0001785424,"Katapult Holdings, Inc.",FinServ Acquisition Corp.
0001785493,RHINO BITCOIN INC.,
0001785493,RHINO BITCOIN INC.,Phoenix Plus Corp.
0001785494,Woodbridge Liquidation Trust,
0001785592,"Leafly Holdings, Inc. /DE",
0001785592,"Leafly Holdings, Inc. /DE",Merida Merger Corp. I
0001785881,Benchmark 2019-B13 Mortgage Trust,
0001786008,CSAIL 2019-C17 Commercial Mortgage Trust,
0001786108,Trinity Capital Inc.,
0001786117,"Alpine Income Property Trust, Inc.",
0001786205,"Arcellx, Inc.",
0001786248,"NexPoint Real Estate Finance, Inc.",
0001786352,"BILL Holdings, Inc.",
0001786352,"BILL Holdings, Inc.","Bill.com Holdings, Inc."
0001786431,Reynolds Consumer Products Inc.,
0001786835,Star Mountain Lower Middle-Market Capital Corp,
0001786835,Star Mountain Lower Middle-Market Capital Corp,"Star Mountain Credit Opportunities Fund, LP"
0001786842,Vontier Corp,
0001786842,Vontier Corp,TTF Holdings Corp.
0001787000,GS Mortgage Securities Trust 2019-GC42,
0001787001,CF 2019-CF2 Mortgage Trust,
0001787297,"Passage BIO, Inc.",
0001787306,"Arcutis Biotherapeutics, Inc.",
0001787306,"Arcutis Biotherapeutics, Inc.","Arcutis, Inc."
0001787400,"Nkarta, Inc.",
0001787414,Bogota Financial Corp.,
0001787518,Nukkleus Inc.,
0001787518,Nukkleus Inc.,Brilliant Acquisition Corp
0001788028,"Jasper Therapeutics, Inc.",
0001788028,"Jasper Therapeutics, Inc.",Amplitude Healthcare Acquisition Corp
0001788230,"Heritage Distilling Holding Company, Inc.",
0001788841,micromobility.com Inc.,
0001788841,micromobility.com Inc.,GreenVision Acquisition Corp.
0001788841,micromobility.com Inc.,"Helbiz, Inc."
0001788882,"Root, Inc.",
0001788882,"Root, Inc.","Root Stockholdings, Inc."
0001788999,Xperi Inc.,
0001788999,Xperi Inc.,TiVo Product HoldCo LLC
0001788999,Xperi Inc.,"Xperi, Inc."
0001789029,"Aeva Technologies, Inc.",
0001789029,"Aeva Technologies, Inc.",InterPrivate Acquisition Corp.
0001789192,"N2OFF, Inc.",
0001789192,"N2OFF, Inc.",Save Foods Inc.
0001789192,"N2OFF, Inc.","Save Foods, Inc."
0001789769,"Instil Bio, Inc.",
0001789832,Hess Midstream LP,
0001789940,"First Watch Restaurant Group, Inc.",
0001789940,"First Watch Restaurant Group, Inc.","AI Fresh Super Holdco, Inc."
0001789940,"First Watch Restaurant Group, Inc.","Al Fresh Super Holdco, Inc."
0001789954,GS Mortgage Securities Trust 2019-GSA1,
0001789972,"Cullinan Therapeutics, Inc.",
0001789972,"Cullinan Therapeutics, Inc.","Cullinan Management, Inc."
0001789972,"Cullinan Therapeutics, Inc.","Cullinan Oncology, Inc."
0001789972,"Cullinan Therapeutics, Inc.","Cullinan Oncology, LLC"
0001790013,Benchmark 2019-B14 Mortgage Trust,
0001790340,Immuneering Corp,
0001790441,BBCMS Mortgage Trust 2019-C5,
0001791295,Morgan Stanley Capital I Trust 2019-L3,
0001791295,Morgan Stanley Capital I Trust 2019-L3,MSC 2019-L3
0001792044,Viatris Inc,
0001792044,Viatris Inc,Upjohn Inc
0001792158,JPMDB Commercial Mortgage Securities Trust 2019-COR6,
0001792158,JPMDB Commercial Mortgage Securities Trust 2019-COR6,JPMCC Commercial Mortgage Securities Trust 2019-COR6
0001792414,BANK 2019-BNK23,
0001792509,TriplePoint Private Venture Credit Inc.,
0001792509,TriplePoint Private Venture Credit Inc.,"TriplePoint Global Venture Credit, LLC"
0001792580,Ovintiv Inc.,
0001792580,Ovintiv Inc.,1847432 Alberta ULC
0001792581,"Kiromic Biopharma, Inc.",
0001792581,"Kiromic Biopharma, Inc.","Kiromic, Inc."
0001792789,"DoorDash, Inc.",
0001792789,"DoorDash, Inc.",DoorDash Inc
0001792849,"HighPeak Energy, Inc.",
0001792905,CSAIL 2019-C18 Commercial Mortgage Trust,
0001792941,Genvor Inc,
0001792941,Genvor Inc,"Allure Worldwide, Inc."
0001793165,BANK 2019-BNK24,
0001793229,Claritev Corp,
0001793229,Claritev Corp,Butler Acquisition Corp
0001793229,Claritev Corp,Churchill Capital Corp III
0001793229,Claritev Corp,MultiPlan Corp
0001793659,"Rush Street Interactive, Inc.",
0001793659,"Rush Street Interactive, Inc.","dMY Technology Group, Inc."
0001793744,CF 2019-CF3 Mortgage Trust,
0001794515,ZoomInfo Technologies Inc.,
0001794669,"Shift4 Payments, Inc.",
0001794776,Palmer Square Capital BDC Inc.,
0001794783,"SelectQuote, Inc.",
0001795139,Green Thumb Industries Inc.,
0001795250,Sphere Entertainment Co.,
0001795250,Sphere Entertainment Co.,"MSG ENTERTAINMENT SPINCO, INC."
0001795250,Sphere Entertainment Co.,Madison Square Garden Entertainment Corp.
0001795815,California BanCorp \ CA,
0001795815,California BanCorp \ CA,Southern California Bancorp \ CA
0001796022,StepStone Group Inc.,
0001796129,"Vincerx Pharma, Inc.",
0001796129,"Vincerx Pharma, Inc.",LifeSci Acquisition Corp.
0001796129,"Vincerx Pharma, Inc.","Vincera Pharma, Inc."
0001796209,APi Group Corp,
0001796280,"Oric Pharmaceuticals, Inc.",
0001796949,"GenFlat Holdings, Inc.",
0001796949,"GenFlat Holdings, Inc.","Healthcare Business Resources, Inc."
0001797056,BANK 2020-BNK25,
0001797288,Benchmark 2020-B16 Mortgage Trust,
0001797679,BBCMS Mortgage Trust 2020-C6,
0001797768,,
0001798100,NETSTREIT Corp.,
0001798100,NETSTREIT Corp.,NetSTREIT Corp.
0001798270,,
0001798388,GS Mortgage Securities Trust 2020-GC45,
0001798562,TMC the metals Co Inc.,
0001798562,TMC the metals Co Inc.,Sustainable Opportunities Acquisition Corp.
0001799191,"Oncology Institute, Inc.",
0001799191,"Oncology Institute, Inc.",DFP HEALTHCARE ACQUISITIONS CORP.
0001799208,"Dun & Bradstreet Holdings, Inc.",
0001799208,"Dun & Bradstreet Holdings, Inc.","Star Intermediate I, Inc."
0001799332,GAN Ltd,
0001799385,Wells Fargo Commercial Mortgage Trust 2020-C55,
0001799448,"Aligos Therapeutics, Inc.",
0001799463,Morgan Stanley Capital I Trust 2020-L4,
0001799788,"Greenwich LifeSciences, Inc.",
0001800227,IAC Inc.,
0001800227,IAC Inc.,"IAC Holdings, Inc."
0001800227,IAC Inc.,IAC/InterActiveCorp
0001800294,CITIGROUP COMMERCIAL MORTGAGE TRUST 2020-GC46,
0001800315,"Galecto, Inc.",
0001800315,"Galecto, Inc.",Galecto Inc.
0001800347,"E2open Parent Holdings, Inc.",
0001800347,"E2open Parent Holdings, Inc.",CC Neuberger Principal Holdings I
0001800373,"GOLDENWELL BIOTECH, INC.",
0001800637,Agrify Corp,
0001800667,JFrog Ltd,
0001800682,,
0001801169,Opendoor Technologies Inc.,
0001801169,Opendoor Technologies Inc.,Social Capital Hedosophia Holdings Corp. II
0001801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",
0001801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE","CLOVER HEALTH INVESTMENTS, CORP."
0001801170,"CLOVER HEALTH INVESTMENTS, CORP. /DE",Social Capital Hedosophia Holdings Corp. III
0001801338,Benchmark 2020-IG1 Mortgage Trust,
0001801368,MP Materials Corp. / DE,
0001801368,MP Materials Corp. / DE,Fortress Value Acquisition Corp.
0001801602,"SpringBig Holdings, Inc.",
0001801602,"SpringBig Holdings, Inc.",Tuatara Capital Acquisition Corp
0001801661,Skillz Inc.,
0001801661,Skillz Inc.,Flying Eagle Acquisition Corp.
0001802156,"Xponential Fitness, Inc.",
0001802215,Benchmark 2020-B17 Mortgage Trust,
0001802255,"Guardian Pharmacy Services, Inc.",
0001802255,"Guardian Pharmacy Services, Inc.","Guardian Pharmacy, LLC"
0001802450,"MSP Recovery, Inc.",
0001802450,"MSP Recovery, Inc.",Lionheart Acquisition Corp.
0001802450,"MSP Recovery, Inc.",Lionheart Acquisition Corp. II
0001802457,"Origin Materials, Inc.",
0001802457,"Origin Materials, Inc.",Artius Acquisition Inc.
0001802665,"Harmony Biosciences Holdings, Inc.",
0001802768,Royalty Pharma plc,
0001802974,"Mission Produce, Inc.",
0001803096,"STARGUIDE GROUP, INC.",
0001803308,BANK 2020-BNK26,
0001803498,Blackstone Private Credit Fund,
0001803599,Concentrix Corp,
0001803696,Adeia Inc.,
0001803696,Adeia Inc.,XRAY-TWOLF HoldCo Corp
0001803696,Adeia Inc.,Xperi Holding Corp
0001803702,CSAIL 2020-C19 Commercial Mortgage Trust,
0001803737,"Enhabit, Inc.",
0001803737,"Enhabit, Inc.","Encompass Health Home Health Holdings, Inc."
0001803858,Wells Fargo Commercial Mortgage Trust 2020-C56,
0001803901,"Talkspace, Inc.",
0001803901,"Talkspace, Inc.",Hudson Executive Investment Corp.
0001803914,"PLBY Group, Inc.",
0001803914,"PLBY Group, Inc.",Mountain Crest Acquisition Corp.
0001803977,Limitless X Holdings Inc.,
0001803977,Limitless X Holdings Inc.,"BIO LAB NATURALS, INC."
0001804176,"Butterfly Network, Inc.",
0001804176,"Butterfly Network, Inc.",Longview Acquisition Corp.
0001804591,23andMe Holding Co.,
0001804591,23andMe Holding Co.,Bleecker Street Acquisition Corp.
0001804591,23andMe Holding Co.,VG Acquisition Corp.
0001804591,23andMe Holding Co.,Virgin Group Acquisition Corp.
0001804745,Driven Brands Holdings Inc.,
0001804745,Driven Brands Holdings Inc.,RC Driven Holdings LLC
0001805077,"Eos Energy Enterprises, Inc.",
0001805077,"Eos Energy Enterprises, Inc.",B. Riley Principal Merger Corp. II
0001805284,"Rocket Companies, Inc.",
0001805385,"Evolv Technologies Holdings, Inc.",
0001805385,"Evolv Technologies Holdings, Inc.",NewHold Investment Corp.
0001805387,,
0001805521,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,
0001805521,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,Property Solutions Acquisition Corp.
0001805526,Janover Inc.,
0001805526,Janover Inc.,Janover Inc.
0001805526,Janover Inc.,Janover Ventures LLC
0001805651,"MARKETWISE, INC.",
0001805651,"MARKETWISE, INC.",Ascendant Digital Acquisition Corp.
0001805833,"System1, Inc.",
0001805833,"System1, Inc.",Trebia Acquisition Corp.
0001805890,,
0001806201,Open Lending Corp,
0001806201,Open Lending Corp,Nebula Parent Corp.
0001806310,"Taysha Gene Therapies, Inc.",
0001806837,"Vertex, Inc.",
0001806944,BANK 2020-BNK27,
0001806952,"Lyell Immunopharma, Inc.",
0001807120,"Design Therapeutics, Inc.",
0001807166,Amesite Inc.,
0001807166,Amesite Inc.,Amesite Operating Co
0001807427,,
0001807765,PMV Consumer Acquisition Corp.,
0001807794,Credo Technology Group Holding Ltd,
0001807846,MONEYLION INC.,
0001807846,MONEYLION INC.,Fusion Acquisition Corp.
0001807887,Laser Photonics Corp,
0001807893,"STANDARD PREMIUM FINANCE HOLDINGS, INC.",
0001808158,Repare Therapeutics Inc.,
0001808220,"GoHealth, Inc.",
0001808377,Innovative Eyewear Inc,
0001808665,"Assertio Holdings, Inc.",
0001808805,"Nautilus Biotechnology, Inc.",
0001808805,"Nautilus Biotechnology, Inc.",ARYA Sciences Acquisition Corp III
0001808834,"PROG Holdings, Inc.",
0001808834,"PROG Holdings, Inc.","Aaron's Holdings Company, Inc."
0001808865,"iTeos Therapeutics, Inc.",
0001808898,Benitec Biopharma Inc.,
0001808997,"American Outdoor Brands, Inc.",
0001808997,"American Outdoor Brands, Inc.",American Outdoor Brands Spin Co.
0001808997,"American Outdoor Brands, Inc.","American Outdoor Brands,Inc."
0001809104,"Alight, Inc. / Delaware",
0001809104,"Alight, Inc. / Delaware","Alight Group, Inc."
0001809104,"Alight, Inc. / Delaware",Foley Trasimene Acquisition Corp.
0001809519,"GoodRx Holdings, Inc.",
0001809987,"Mirion Technologies, Inc.",
0001809987,"Mirion Technologies, Inc.",GS Acquisition Holdings Corp II
0001810019,"Rackspace Technology, Inc.",
0001810019,"Rackspace Technology, Inc.",Rackspace Corp.
0001810050,GS Mortgage Securities Trust 2020-GC47,
0001810182,ALX ONCOLOGY HOLDINGS INC,
0001810546,"Eastern Bankshares, Inc.",
0001810560,"REVELATION BIOSCIENCES, INC.",
0001810560,"REVELATION BIOSCIENCES, INC.",Petra Acquisition Inc.
0001810806,Unity Software Inc.,
0001811063,Nuvation Bio Inc.,
0001811063,Nuvation Bio Inc.,Panacea Acquisition Corp
0001811074,Texas Pacific Land Corp,
0001811109,,
0001811210,"Lucid Group, Inc.",
0001811210,"Lucid Group, Inc.",Annetta Acquisition Corp
0001811210,"Lucid Group, Inc.",Churchill Capital Corp IV
0001811414,QuantumScape Corp,
